2113-132485-0048,2113-132485-0014,7131-92815-0028
8545-287671-0029,8545-287671-0049,2694-28891-0068
4771-29406-0004,4771-29403-0016,6035-74040-0006
5660-101883-0034,5660-101883-0008,8722-296473-0105
6131-229040-0011,6131-229040-0015,1734-142311-0020
9023-296468-0015,9023-296467-0029,6076-51654-0019
4363-11049-0038,4363-14936-0028,3698-29401-0006
1643-138089-0035,1643-138089-0027,101-126861-0000
636-128310-0017,636-128331-0021,359-133630-0058
112-121727-0014,112-123215-0003,561-126312-0001
7832-114468-0001,7832-114468-0000,4848-29108-0007
7315-104382-0003,7315-86809-0020,4280-185518-0070
951-122301-0084,951-122301-0006,7679-276767-0032
3540-163612-0091,3540-163612-0084,6081-41998-0042
6364-65388-0014,6364-65388-0043,4017-231846-0002
920-681-0014,920-668-0005,2988-7587-0073
3783-176659-0025,3783-176659-0031,2577-157236-0118
7511-102419-0042,7511-102419-0054,2654-158744-0039
1422-149735-0032,1422-146111-0017,2339-158764-0035
1313-135022-0039,1313-135022-0010,3493-17615-0009
2051-153962-0022,2051-153962-0082,8193-116804-0047
1463-134463-0049,1463-134465-0027,7843-110055-0082
7871-107222-0025,7871-107222-0059,4598-6176-0036
7297-92812-0006,7297-275885-0019,453-129308-0010
89-218-0048,89-219-0003,6081-41998-0040
36-16603-0068,36-16603-0027,246-122825-0055
1734-142311-0002,1734-142311-0071,4511-45512-0001
6937-262269-0059,6937-112761-0013,7177-258965-0004
218-131205-0037,218-131206-0029,3370-163384-0036
1343-158796-0009,1343-139681-0021,3097-165354-0009
1572-141718-0036,1572-141718-0021,7376-92940-0024
4979-26563-0004,4979-26563-0002,2002-139469-0003
7995-276908-0009,7995-276907-0003,1943-138033-0029
7796-269934-0028,7796-269898-0024,6687-119384-0036
4733-6398-0046,4733-6398-0067,7313-91072-0067
644-162690-0040,644-163239-0015,7331-86047-0048
412-126975-0054,412-126975-0037,1989-26962-0020
3816-290923-0001,3816-19585-0034,2997-163246-0004
426-122821-0022,426-122819-0004,6294-86679-0030
2724-89874-0014,2724-89874-0114,3796-6400-0037
7198-76169-0027,7198-80652-0020,8008-271811-0021
1006-135212-0102,1006-135212-0112,846-130985-0006
8262-279161-0094,8262-279161-0024,5190-87766-0007
6232-36628-0068,6232-36628-0072,8080-3961-0030
5725-50452-0005,5725-50452-0000,1690-142293-0043
1363-135842-0047,1363-139304-0014,3781-156981-0014
3045-155991-0034,3045-155991-0077,6037-59234-0002
525-126965-0065,525-126965-0120,6006-60480-0026
1348-135826-0018,1348-135826-0035,7749-8591-0044
1337-156963-0010,1337-10673-0016,1844-144486-0002
7337-92819-0004,7337-89742-0012,7874-110243-0095
1384-130531-0017,1384-130531-0020,4019-8899-0003
3192-4911-0012,3192-4911-0040,1595-138031-0073
7649-96667-0045,7649-96682-0010,3045-155991-0033
252-140215-0019,252-140215-0008,4425-14497-0039
3911-8888-0079,3911-8888-0025,2143-145731-0037
8098-275181-0002,8098-278278-0002,1132-145024-0014
6323-10337-0018,6323-10337-0089,7647-102250-0090
253-124400-0011,253-126865-0007,7749-8591-0093
8635-295756-0032,8635-295761-0011,1633-141584-0000
7009-83683-0015,7009-83683-0059,6251-93270-0057
1863-142324-0040,1863-142324-0007,5826-53496-0043
7338-92174-0029,7338-92174-0007,982-133226-0027
128-134884-0003,128-134884-0019,8666-293945-0032
876-126411-0050,876-126411-0020,4738-291945-0024
380-129064-0054,380-129064-0016,1121-176698-0000
1446-122614-0101,1446-122614-0058,4063-186231-0037
8040-111641-0033,8040-260923-0036,921-127933-0030
8671-285138-0029,8671-285138-0062,6568-79375-0010
5480-41791-0002,5480-41798-0013,336-125876-0016
36-16603-0002,36-16603-0035,7618-102372-0034
5429-210770-0038,5429-210770-0056,8494-244443-0032
728-348-0085,728-348-0082,6115-58776-0053
2673-162129-0028,2673-162129-0024,444-138076-0028
6221-6879-0038,6221-6879-0053,5246-5084-0004
104-132091-0056,104-132091-0008,3551-7887-0017
6950-86823-0015,6950-86713-0033,1027-125147-0017
6947-53261-0011,6947-53263-0033,7780-274562-0014
240-160592-0002,240-160592-0038,4438-48513-0004
44-207-0018,44-207-0072,1474-128276-0021
4019-8895-0000,4019-8899-0021,1795-142412-0017
3411-130135-0041,3411-130135-0027,3681-26514-0034
432-122761-0020,432-122743-0011,5628-47241-0040
5007-31609-0033,5007-31603-0050,8119-115687-0003
258-121528-0025,258-130878-0004,5389-4861-0005
8422-258259-0038,8422-258258-0019,7585-96245-0036
7433-89646-0000,7433-89656-0004,7220-77907-0043
3895-6855-0057,3895-6855-0046,8747-293952-0039
365-84340-0027,365-126328-0030,2201-160438-0030
7997-275179-0021,7997-111777-0002,20-5360-0013
4535-279852-0023,4535-279849-0005,4148-183988-0028
5867-48852-0011,5867-48852-0012,2606-132102-0028
2046-141204-0025,2046-178027-0022,3185-163505-0073
598-127704-0005,598-127703-0010,7733-106800-0058
2741-159386-0024,2741-159386-0092,8838-298546-0045
4356-6506-0064,4356-6498-0024,6782-61316-0069
5583-41259-0039,5583-38026-0025,2638-10172-0092
7618-102366-0050,7618-102372-0028,1171-130776-0045
3967-292604-0038,3967-292604-0018,728-348-0041
8388-275212-0054,8388-275212-0028,7170-291969-0051
6235-36641-0040,6235-36641-0100,5622-44586-0012
6993-83606-0010,6993-83607-0000,8587-295524-0038
2694-28891-0023,2694-28891-0014,3845-176676-0014
1777-142750-0019,1777-142745-0034,3440-171009-0064
6568-79375-0058,6568-69911-0018,4015-63729-0030
4358-20034-0003,4358-20034-0021,2051-153962-0087
766-127193-0012,766-127193-0057,6670-296083-0010
444-139735-0023,444-139735-0028,3947-13260-0021
210-129396-0037,210-129396-0168,7923-111564-0024
1874-165701-0005,1874-165702-0019,7505-83618-0021
7994-258959-0036,7994-258959-0046,2312-157868-0004
273-129288-0089,273-129288-0023,3244-10692-0060
4926-23281-0030,4926-23311-0032,6184-57832-0017
886-123272-0031,886-123272-0019,1066-4479-0026
2194-150469-0003,2194-141235-0024,8242-279764-0033
7749-8591-0065,7749-8591-0080,225-131276-0003
1271-128145-0022,1271-136861-0005,779-123710-0003
8580-287364-0010,8580-287363-0012,6145-54685-0054
5682-32876-0042,5682-32877-0012,3490-177638-0034
4973-24515-0009,4973-44575-0038,4161-185349-0081
4592-22179-0004,4592-22178-0020,8527-281131-0010
5940-54016-0036,5940-54016-0023,5653-46179-0025
3486-166446-0012,3486-166424-0025,8879-300343-0015
7997-275179-0042,7997-111638-0018,927-132462-0073
2673-162130-0021,2673-162129-0021,3221-138045-0025
5043-28401-0003,5043-28396-0014,1425-139291-0018
8803-296085-0042,8803-296082-0013,3564-132498-0072
3967-292604-0031,3967-292604-0020,3259-158083-0029
4667-102196-0015,4667-92220-0019,6138-93188-0019
6673-72311-0103,6673-72311-0092,2339-158764-0014
5911-48574-0040,5911-52164-0035,923-132306-0022
6426-64291-0014,6426-64290-0044,3132-167590-0001
4856-20410-0029,4856-20410-0043,1322-137588-0040
8575-290349-0031,8575-290350-0021,4362-15663-0052
2532-163402-0046,2532-163402-0037,296-141721-0025
1291-138096-0046,1291-138109-0021,4824-36048-0023
8820-294113-0019,8820-294113-0002,5886-27508-0000
8087-118180-0034,8087-118165-0011,432-122743-0022
26-496-0004,26-495-0021,7665-104978-0005
7294-86026-0008,7294-86026-0054,3547-8363-0035
6636-74078-0003,6636-72296-0103,5583-38026-0019
7505-258964-0018,7505-258964-0042,1944-159228-0006
6557-66462-0006,6557-66462-0052,3257-169288-0015
1603-140931-0027,1603-139324-0026,7445-94522-0029
8240-283234-0004,8240-116288-0016,1874-165702-0000
1552-140651-0002,1552-141135-0001,5767-48579-0001
464-126794-0038,464-126832-0033,1734-142311-0025
3955-181687-0019,3955-38223-0045,1425-139291-0022
5077-38099-0034,5077-38105-0043,7402-90848-0002
6892-256224-0009,6892-256224-0066,4057-183239-0010
7190-90543-0024,7190-90543-0023,4345-7635-0033
3033-130750-0021,3033-130750-0034,4979-26563-0052
7679-276767-0026,7679-113325-0008,7150-111618-0004
7134-67233-0056,7134-67233-0052,925-8141-0025
6707-77351-0035,6707-73028-0010,8678-280914-0037
8534-216567-0007,8534-216567-0005,1740-141148-0012
8742-245708-0051,8742-245708-0057,5183-68763-0019
6912-70845-0080,6912-70845-0026,2085-147971-0037
7148-59157-0026,7148-59157-0003,56-1733-0009
1845-145088-0016,1845-147962-0021,5570-73848-0044
2481-156738-0002,2481-163597-0036,2198-46877-0011
7794-295947-0022,7794-295948-0013,3488-65654-0032
5684-46240-0034,5684-46240-0017,6065-109178-0069
8113-301693-0024,8113-117384-0041,3641-6870-0069
7647-102250-0038,7647-102250-0037,47-122796-0106
6064-56168-0015,6064-56165-0030,1132-145024-0065
3665-8587-0006,3665-8587-0099,2741-159386-0002
4549-39615-0030,4549-39615-0063,1846-144452-0038
4110-11533-0016,4110-11535-0024,66-355-0042
311-124404-0069,311-124404-0079,3851-9210-0048
7603-274560-0039,7603-274560-0007,3982-182255-0015
1740-141148-0006,1740-141148-0065,3021-121439-0043
6701-71404-0010,6701-71402-0041,2570-157243-0013
8671-285138-0033,8671-285138-0031,8575-290350-0027
4447-14931-0039,4447-14912-0032,3020-892-0067
4051-11218-0035,4051-10927-0005,8875-293959-0017
4015-4878-0027,4015-63729-0022,5975-54006-0120
1715-142315-0093,1715-142315-0032,3867-173237-0075
2967-4901-0058,2967-4901-0006,2051-153962-0008
5157-47237-0018,5157-47239-0019,8401-280380-0056
6339-65554-0049,6339-65534-0041,9026-282385-0037
2654-158744-0066,2654-158744-0020,1446-122614-0081
1765-143010-0073,1765-143010-0049,2309-152159-0033
6923-82337-0010,6923-82334-0002,3977-185466-0008
597-127694-0007,597-133239-0032,4196-23924-0011
5009-2500-0016,5009-29142-0022,46-128001-0061
3235-11599-0021,3235-28452-0012,3650-168636-0014
6895-92805-0022,6895-96175-0021,3379-132592-0061
986-129388-0040,986-129388-0019,8425-291444-0009
2769-176256-0035,2769-176263-0036,4021-180238-0055
4211-3820-0004,4211-3835-0038,951-122301-0015
7125-87278-0075,7125-87278-0053,273-129288-0020
7307-276146-0003,7307-91998-0010,6378-61780-0011
1704-142310-0015,1704-142310-0040,1001-134707-0017
957-130588-0023,957-132568-0016,6488-66121-0036
4122-157669-0040,4122-11963-0020,5826-53496-0018
2946-163375-0023,2946-163375-0069,8148-3956-0088
112-121727-0008,112-121671-0000,791-127519-0112
551-129024-0000,551-129024-0003,176-122025-0006
4463-707-0013,4463-16807-0030,5390-30102-0019
6330-66016-0020,6330-62851-0005,8630-305213-0009
2294-169656-0032,2294-161707-0040,3142-160977-0064
9026-282386-0008,9026-282386-0022,1963-147036-0000
1734-142311-0013,1734-142311-0064,6509-67147-0030
6032-58192-0016,6032-56222-0025,3848-46063-0043
4246-12544-0033,4246-12544-0037,4959-28894-0014
255-121534-0036,255-121535-0065,4018-107312-0005
2582-155972-0015,2582-155972-0010,1065-134593-0035
7584-266228-0036,7584-101856-0010,7988-113322-0027
119-129513-0005,119-121722-0003,2967-4902-0053
127-129390-0028,127-129390-0091,8430-172387-0032
4010-10801-0023,4010-10822-0033,6300-39660-0005
8855-283242-0039,8855-302395-0002,89-218-0037
716-129581-0011,716-129583-0015,937-148985-0046
7732-107520-0043,7732-107520-0046,3490-177638-0018
3409-173567-0039,3409-167622-0016,4396-33398-0013
7879-274125-0006,7879-274136-0007,4549-39615-0003
6954-76579-0028,6954-76579-0054,829-123192-0031
1502-122619-0065,1502-122619-0085,163-121908-0009
639-143022-0040,639-143022-0025,2694-28891-0075
3245-62827-0021,3245-62828-0008,5082-16015-0010
5245-3984-0007,5245-3984-0084,7095-88483-0007
6251-63840-0023,6251-94836-0006,4407-13146-0006
1795-142410-0024,1795-142412-0038,1401-14358-0006
8430-172387-0000,8430-172387-0066,1034-121119-0011
726-124445-0017,726-124445-0091,6549-71114-0015
4731-58193-0036,4731-58193-0009,2487-169018-0028
6010-56787-0045,6010-56787-0059,6378-61780-0006
5460-18031-0012,5460-18031-0056,448-122800-0028
30-4445-0028,30-4445-0042,6081-41997-0035
332-128985-0055,332-128985-0010,5628-47241-0038
8015-112691-0016,8015-112690-0063,1264-129805-0033
5044-30602-0045,5044-30592-0008,5049-25947-0021
6352-83633-0049,6352-88007-0007,1714-142291-0060
32-21634-0010,32-21634-0008,6367-65536-0056
1556-139350-0000,1556-139350-0011,27-123349-0051
8424-281334-0026,8424-281334-0045,2544-27475-0015
5914-52088-0017,5914-52088-0040,4111-184447-0055
5019-274728-0019,5019-44339-0010,766-127193-0068
2676-143903-0078,2676-143903-0060,7178-34645-0025
5224-35439-0007,5224-35439-0002,584-124227-0032
161-121743-0029,161-121898-0030,7556-103536-0003
8238-283452-0024,8238-274553-0067,3866-9919-0034
6104-58843-0016,6104-58843-0022,2545-135235-0004
5076-284283-0044,5076-284283-0031,7188-82904-0039
2140-39822-0018,2140-39822-0021,6904-262291-0000
7342-73961-0000,7342-254918-0057,4193-48169-0042
3148-4666-0015,3148-4666-0053,510-130560-0009
123-26848-0033,123-26848-0015,6794-73984-0028
2056-143893-0024,2056-143893-0011,2834-132497-0012
6583-48224-0013,6583-66463-0000,7188-82904-0018
5506-69895-0094,5506-69896-0000,403-126855-0024
3500-134409-0088,3500-134409-0018,5139-61422-0014
4059-3073-0001,4059-3061-0015,7424-98598-0000
4133-6541-0090,4133-6541-0088,3959-706-0123
51-121055-0081,51-121055-0052,4592-22179-0046
6849-69603-0100,6849-69603-0055,310-129055-0103
210-129396-0113,210-129396-0182,78-368-0018
4750-12478-0002,4750-26487-0021,6705-74243-0037
8169-118202-0064,8169-118200-0000,1746-143015-0077
2988-173558-0012,2988-7587-0056,3819-134146-0024
5784-61948-0000,5784-61949-0057,5665-38051-0042
1323-138548-0037,1323-138617-0037,3889-9915-0013
1736-152007-0017,1736-152007-0042,3615-14677-0016
2764-36619-0024,2764-36617-0016,3214-167602-0018
7238-91112-0061,7238-107675-0040,6687-119383-0019
6167-73972-0027,6167-73972-0050,5641-32124-0018
4859-22176-0009,4859-29340-0036,8422-258258-0063
3681-116302-0019,3681-26514-0026,572-128861-0000
5660-101854-0012,5660-101892-0009,1974-139742-0044
4931-28242-0039,4931-28257-0005,978-125137-0064
3132-163510-0012,3132-167590-0010,5261-19371-0018
161-121743-0021,161-121898-0048,4039-184264-0037
5401-39508-0029,5401-39508-0028,4955-28244-0007
149-125760-0079,149-125760-0009,1487-133273-0020
5893-54390-0025,5893-1312-0012,1053-132821-0039
7434-75939-0002,7434-96672-0022,114-129324-0003
3864-185126-0009,3864-185126-0026,1323-138617-0034
6288-63105-0026,6288-63111-0005,7135-80033-0022
1668-136280-0043,1668-136280-0066,6614-67845-0025
8630-305212-0031,8630-305212-0003,4216-10164-0003
409-124990-0082,409-124990-0039,7348-86748-0006
3411-187012-0010,3411-187011-0012,4513-16024-0039
2279-141140-0077,2279-141140-0041,408-122806-0056
2625-127773-0026,2625-127773-0027,6951-79737-0005
1367-291967-0028,1367-291967-0015,91-123526-0013
1641-130504-0012,1641-130504-0022,1699-141159-0045
3389-13247-0040,3389-13248-0005,5914-52087-0038
2518-154826-0045,2518-154825-0013,3072-155948-0018
37-215-0007,37-225-0002,1924-132574-0054
5561-41615-0019,5561-41616-0015,868-131294-0014
4583-16044-0016,4583-16044-0011,7011-66622-0071
3923-181420-0018,3923-181420-0029,248-130644-0034
204-162375-0004,204-287139-0001,2488-155526-0059
8148-286229-0022,8148-3956-0055,6954-76579-0047
5190-87766-0011,5190-87791-0006,3373-174981-0043
7997-275179-0019,7997-111638-0030,5867-48852-0041
1931-156647-0058,1931-156647-0002,6159-58440-0047
7649-96667-0034,7649-96682-0021,6883-66623-0000
2148-6979-0026,2148-6983-0003,8324-286682-0021
3796-16815-0020,3796-6400-0022,5287-39165-0021
166-126302-0012,166-352-0038,3479-153286-0028
4148-183988-0008,4148-183988-0057,6533-399-0107
1179-139203-0001,1179-139203-0028,7910-80534-0008
5375-40169-0031,5375-40170-0022,782-126738-0002
7871-107225-0031,7871-107223-0003,5023-33399-0033
1280-135136-0031,1280-135136-0008,2275-150141-0012
4495-10160-0068,4495-10160-0011,2724-89874-0001
8113-117384-0026,8113-301693-0025,1903-132499-0046
8156-104526-0030,8156-276902-0050,263-121285-0016
5038-56723-0029,5038-34576-0009,7276-92427-0029
3879-174923-0061,3879-173592-0011,6531-61334-0108
956-157879-0029,956-157879-0038,5519-39478-0033
100-122655-0010,100-121669-0003,7008-34667-0001
3866-173230-0028,3866-9919-0011,2269-147627-0001
58-121075-0070,58-121075-0041,7491-114606-0030
927-132462-0078,927-132462-0072,1502-122619-0043
7140-72212-0034,7140-72205-0002,4321-27567-0010
1595-132753-0038,1595-138031-0015,8705-290361-0017
6590-64282-0016,6590-64285-0002,5968-61356-0009
5456-58161-0008,5456-62043-0036,7559-96246-0009
1383-130533-0008,1383-130532-0021,2952-410-0028
1846-144452-0014,1846-144458-0087,2013-147609-0017
6575-67592-0051,6575-67584-0027,2046-178027-0017
8592-285135-0030,8592-285135-0024,1779-142733-0005
920-681-0000,920-681-0046,7354-87676-0040
511-131226-0023,511-131226-0040,2021-235244-0021
6009-57643-0005,6009-57646-0046,3192-4910-0015
3389-130127-0043,3389-13248-0025,3989-182402-0004
1168-134958-0026,1168-134958-0039,1943-138033-0018
7391-60445-0141,7391-60445-0130,7198-80652-0001
5910-53048-0004,5910-53048-0062,1923-161975-0004
7732-107520-0019,7732-107520-0043,2606-132102-0002
876-126411-0078,876-126411-0090,89-218-0020
7463-99912-0008,7463-99912-0002,5628-47241-0007
7346-91900-0034,7346-91900-0079,5321-8590-0011
6701-71401-0020,6701-71402-0004,1968-145732-0044
7264-92310-0007,7264-92310-0024,175-129587-0039
826-131108-0034,826-131124-0047,3168-173564-0034
3098-5407-0020,3098-5408-0002,6954-76579-0011
3781-156973-0026,3781-156977-0004,40-222-0007
8334-119398-0016,8334-119398-0023,7687-107687-0063
4480-44312-0009,4480-44312-0060,3549-173591-0017
4705-94473-0032,4705-94473-0025,6492-68353-0023
6782-61316-0038,6782-61316-0024,4545-9166-0064
7197-66277-0050,7197-66277-0013,1265-135635-0013
728-348-0036,728-348-0031,7463-99912-0007
684-137978-0033,684-139205-0028,7796-269934-0007
4697-100165-0000,4697-100165-0023,2676-143903-0002
7492-87279-0047,7492-87279-0035,1250-135777-0077
8575-290350-0038,8575-290351-0017,954-130627-0022
557-129796-0028,557-129797-0014,313-127997-0009
8625-211892-0028,8625-268295-0046,1502-122615-0025
3125-163698-0047,3125-132586-0086,8664-295007-0033
5350-205002-0030,5350-205002-0013,58-121075-0069
176-122025-0027,176-122025-0034,3885-7167-0026
887-123289-0018,887-123291-0036,1110-134828-0031
5163-39921-0016,5163-39921-0030,2002-139469-0005
8388-278289-0045,8388-275212-0056,6821-74180-0011
5723-49750-0028,5723-43296-0003,7982-245691-0022
3962-721-0027,3962-721-0017,500-125123-0119
3257-169284-0016,3257-169288-0032,489-128340-0012
4659-26488-0004,4659-26489-0014,4133-6541-0039
7354-87667-0080,7354-87667-0084,3780-177788-0007
1846-144458-0076,1846-144458-0065,8799-270794-0078
288-131218-0019,288-131218-0036,7823-103122-0142
1740-141148-0032,1740-141148-0045,1343-158796-0034
6687-119383-0034,6687-119384-0041,5009-29143-0024
47-122796-0034,47-122796-0014,5656-44577-0039
2053-138901-0050,2053-138901-0034,7585-96245-0140
5460-18031-0034,5460-18031-0083,3340-170982-0024
6918-47541-0066,6918-47541-0079,4290-14526-0062
205-123882-0015,205-159056-0026,3790-140725-0038
81-121543-0081,81-121543-0041,1633-180292-0042
1760-143006-0091,1760-143006-0019,2823-160953-0014
2285-163381-0034,2285-163380-0039,5183-68763-0015
6097-293621-0030,6097-293616-0004,339-132717-0054
199-131001-0020,199-131001-0023,5036-18450-0048
2816-156159-0027,2816-4136-0046,4520-1805-0039
8042-245695-0060,8042-113762-0029,1553-140047-0032
1094-157767-0004,1094-157767-0032,1184-135536-0045
7117-86732-0007,7117-86732-0027,7012-82949-0028
7679-113325-0037,7679-113325-0004,2269-165387-0014
1668-136271-0039,1668-136271-0033,7635-105661-0000
4595-45204-0039,4595-45204-0018,8776-270778-0076
1769-143485-0048,1769-143484-0008,5519-39478-0061
2769-169619-0003,2769-176263-0032,6224-61958-0013
982-133222-0021,982-133226-0006,8632-245697-0092
1258-135063-0009,1258-135062-0008,3242-8112-0014
882-123268-0017,882-123266-0030,3792-176660-0037
3060-163499-0082,3060-163542-0011,4846-18524-0077
7828-105179-0035,7828-105171-0007,2309-152160-0042
6967-50152-0034,6967-50152-0022,505-125272-0007
1347-164338-0037,1347-164338-0025,3835-178028-0016
4681-13056-0078,4681-13056-0073,8300-275127-0004
